No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port,Human
7102,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7103,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7104,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7105,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7106,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7107,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7108,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7109,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7110,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7111,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7112,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7113,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7114,21.754265,3512060521,3232281142,TLSv1.2,892,Application Data,443,49338,1
7115,21.754265,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7116,21.7546,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=159634 Ack=701370 Win=2471 Len=0,49338,443,0
7117,21.754649,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7118,21.754649,3512060521,3232281142,TLSv1.2,609,Application Data,443,49338,1
7119,21.754649,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7120,21.754649,3512060521,3232281142,TLSv1.2,93,Application Data,443,49338,1
7121,21.754687,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=159634 Ack=703407 Win=2471 Len=0,49338,443,0
7122,21.775002,3512060521,3232281142,TLSv1.2,876,Application Data,443,49338,1
7123,21.775066,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=159634 Ack=704229 Win=2467 Len=0,49338,443,0
7124,21.776116,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7125,21.776116,3512060521,3232281142,TLSv1.2,355,Application Data,443,49338,1
7126,21.776145,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=159634 Ack=705942 Win=2471 Len=0,49338,443,0
7127,21.778236,3512060521,3232281142,TLSv1.2,86,Application Data,443,49338,1
7128,21.778236,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7129,21.77829,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=159634 Ack=706005 Win=2470 Len=0,49338,443,0
7130,21.810963,3232281142,3512060521,TLSv1.2,93,Application Data,49338,443,1
7131,21.820921,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=159673 Win=7599 Len=0,443,49338,0
7132,21.837047,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
7133,21.837047,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=161085 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7134,21.837047,3232281142,3512060521,TLSv1.2,173,Application Data,49338,443,1
7135,21.83872,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
7136,21.83872,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=164028 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7137,21.83872,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=165440 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7138,21.83872,3232281142,3512060521,TLSv1.2,946,Application Data,49338,443,1
7139,21.842777,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=161085 Win=7610 Len=0,443,49338,0
7140,21.842777,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=162497 Win=7621 Len=0,443,49338,0
7141,21.842777,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=162616 Win=7621 Len=0,443,49338,0
7142,21.844125,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=164028 Win=7632 Len=0,443,49338,0
7143,21.844125,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=165440 Win=7643 Len=0,443,49338,0
7144,21.844125,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=166852 Win=7654 Len=0,443,49338,0
7145,21.844125,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=167744 Win=7665 Len=0,443,49338,0
7146,21.846112,3232281142,1249755582,TLSv1.2,538,Application Data,49350,443,1
7147,21.846999,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
7148,21.846999,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=169156 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7149,21.846999,3232281142,3512060521,TLSv1.2,186,Application Data,49338,443,1
7150,21.849001,3232281142,1249755582,TLSv1.2,205,Application Data,49351,443,1
7151,21.85194,1249755582,3232281142,TCP,54,443  >  49350 [ACK] Seq=33532 Ack=23456 Win=756 Len=0,443,49350,0
7152,21.852283,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=169156 Win=7676 Len=0,443,49338,0
7153,21.853199,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=170568 Win=7687 Len=0,443,49338,0
7154,21.853199,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=170700 Win=7687 Len=0,443,49338,0
7155,21.855473,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
7156,21.855473,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=172112 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7157,21.855473,3232281142,3512060521,TLSv1.2,187,Application Data,49338,443,1
7158,21.857146,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
7159,21.857146,3232281142,3512060521,TCP,1466,49338  >  443 [ACK] Seq=175069 Ack=706005 Win=2470 Len=1412 [TCP segment of a reassembled PDU],49338,443,0
7160,21.857146,3232281142,3512060521,TLSv1.2,427,Application Data,49338,443,1
7161,21.860002,1249755582,3232281142,TCP,54,443  >  49351 [ACK] Seq=1038 Ack=417 Win=296 Len=0,443,49351,0
7162,21.86135,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=172112 Win=7698 Len=0,443,49338,0
7163,21.86135,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=173524 Win=7709 Len=0,443,49338,0
7164,21.86135,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=173657 Win=7709 Len=0,443,49338,0
7165,21.862745,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=175069 Win=7720 Len=0,443,49338,0
7166,21.862745,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=176481 Win=7731 Len=0,443,49338,0
7167,21.862745,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=706005 Ack=176854 Win=7731 Len=0,443,49338,0
7168,21.866004,3512060521,3232281142,TLSv1.2,282,Application Data,443,49338,1
7169,21.866188,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7170,21.866188,3512060521,3232281142,TLSv1.2,93,Application Data,443,49338,1
7171,21.866244,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176854 Ack=706303 Win=2469 Len=0,49338,443,0
7172,21.86874,3512060521,3232281142,TLSv1.2,621,Application Data,443,49338,1
7173,21.86874,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7174,21.86874,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7175,21.86874,3512060521,3232281142,TLSv1.2,110,Application Data,443,49338,1
7176,21.86874,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7177,21.86874,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7178,21.86874,3512060521,3232281142,TLSv1.2,747,Application Data,443,49338,1
7179,21.86874,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7180,21.86884,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176854 Ack=713298 Win=2471 Len=0,49338,443,0
7181,21.869626,3232281142,3512060521,TLSv1.2,93,Application Data,49338,443,1
7182,21.875187,3512060521,3232281142,TLSv1.2,283,Application Data,443,49338,1
7183,21.875187,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7184,21.875187,3512060521,3232281142,TLSv1.2,93,Application Data,443,49338,1
7185,21.875281,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176893 Ack=713597 Win=2469 Len=0,49338,443,0
7186,21.876592,3512060521,3232281142,TLSv1.2,146,Application Data,443,49338,1
7187,21.876666,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176893 Ack=713689 Win=2469 Len=0,49338,443,0
7188,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7189,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7190,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7191,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7192,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7193,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7194,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7195,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7196,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7197,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7198,21.877275,3512060521,3232281142,TLSv1.2,1009,Application Data,443,49338,1
7199,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7200,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7201,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7202,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7203,21.877275,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7204,21.877403,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176893 Ack=735824 Win=2471 Len=0,49338,443,0
7205,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7206,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7207,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7208,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7209,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7210,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7211,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7212,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7213,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7214,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7215,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7216,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7217,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7218,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7219,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7220,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7221,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7222,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7223,21.877942,3512060521,3232281142,TLSv1.2,892,Application Data,443,49338,1
7224,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7225,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7226,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7227,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7228,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7229,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7230,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7231,21.877942,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7232,21.878151,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176893 Ack=773374 Win=2471 Len=0,49338,443,0
7233,21.87854,3232281142,3512060521,TLSv1.2,93,Application Data,49338,443,1
7234,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7235,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7236,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7237,21.878893,3512060521,3232281142,TLSv1.2,1167,Application Data,443,49338,1
7238,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7239,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7240,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7241,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7242,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7243,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7244,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7245,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7246,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7247,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7248,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7249,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7250,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7251,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7252,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7253,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7254,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7255,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7256,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7257,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7258,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7259,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7260,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7261,21.878893,3512060521,3232281142,TLSv1.2,892,Application Data,443,49338,1
7262,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7263,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7264,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7265,21.878893,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7266,21.879198,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=817685 Win=2471 Len=0,49338,443,0
7267,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7268,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7269,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7270,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7271,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7272,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7273,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7274,21.879262,3512060521,3232281142,TLSv1.2,1179,Application Data,443,49338,1
7275,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7276,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7277,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7278,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7279,21.879262,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7280,21.87941,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=835754 Win=2471 Len=0,49338,443,0
7281,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7282,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7283,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7284,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7285,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7286,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7287,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7288,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7289,21.880135,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7290,21.880135,3512060521,3232281142,TLSv1.2,326,Application Data,443,49338,1
7291,21.880135,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7292,21.880238,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=848765 Win=2471 Len=0,49338,443,0
7293,21.889879,3512060521,3232281142,TCP,54,443  >  49338 [ACK] Seq=848765 Ack=176932 Win=7731 Len=0,443,49338,0
7294,21.890423,3232281142,3512060829,TCP,55,49654  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49654,443,0
7295,21.894009,3232281142,1745940444,TLSv1.2,426,Application Data,49674,443,1
7296,21.894082,3232281142,1745940444,TLSv1.2,93,Application Data,49674,443,1
7297,21.897791,3512060829,3232281142,TCP,66,443  >  49654 [ACK] Seq=1 Ack=2 Win=305 Len=0 SLE=1 SRE=2,443,49654,0
7298,21.903133,1745940444,3232281142,TCP,54,443  >  49674 [ACK] Seq=1 Ack=412 Win=8 Len=0,443,49674,0
7299,21.903133,1745940444,3232281142,TLSv1.2,93,Application Data,443,49674,1
7300,21.904208,1249755582,3232281142,TLSv1.2,431,Application Data,443,49351,1
7301,21.90453,1249755582,3232281142,TLSv1.2,571,Application Data,443,49351,1
7302,21.90453,1249755582,3232281142,TLSv1.2,86,Application Data,443,49351,1
7303,21.90453,1249755582,3232281142,TLSv1.2,85,Application Data,443,49351,1
7304,21.90453,1249755582,3232281142,TLSv1.2,93,Application Data,443,49351,1
7305,21.90459,3232281142,1249755582,TCP,54,49351  >  443 [ACK] Seq=417 Ack=2034 Win=509 Len=0,49351,443,0
7306,21.904696,3232281142,1249755582,TLSv1.2,93,Application Data,49351,443,1
7307,21.905897,3232281142,1249755582,TLSv1.2,89,Application Data,49351,443,1
7308,21.910526,1249755582,3232281142,TCP,54,443  >  49351 [ACK] Seq=2034 Ack=456 Win=296 Len=0,443,49351,0
7309,21.912092,1249755582,3232281142,TCP,54,443  >  49351 [ACK] Seq=2034 Ack=491 Win=296 Len=0,443,49351,0
7310,21.944161,1745940444,3232281142,TLSv1.2,374,Application Data,443,49674,1
7311,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=360 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7312,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=1812 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7313,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=3264 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7314,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=4716 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7315,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=6168 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7316,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=7620 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7317,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=9072 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7318,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=10524 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7319,21.944161,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=11976 Ack=412 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7320,21.944161,1745940444,3232281142,TLSv1.2,91,Application Data,443,49674,1
7321,21.944161,1745940444,3232281142,TLSv1.2,177,Application Data,443,49674,1
7322,21.944161,1249755582,3232281142,TLSv1.2,409,Application Data,443,49350,1
7323,21.944364,3232281142,1745940444,TCP,54,49674  >  443 [ACK] Seq=412 Ack=13588 Win=1028 Len=0,49674,443,0
7324,21.945907,3232281142,1745940444,TLSv1.2,89,Application Data,49674,443,1
7325,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7326,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7327,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7328,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7329,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7330,21.946905,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7331,21.94713,3232281142,1249755582,TCP,54,49350  >  443 [ACK] Seq=23456 Ack=42359 Win=512 Len=0,49350,443,0
7332,21.947221,1249755582,3232281142,TLSv1.2,1112,Application Data,443,49350,1
7333,21.947221,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7334,21.947221,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7335,21.947221,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7336,21.947221,1249755582,3232281142,TLSv1.2,1466,Application Data,443,49350,1
7337,21.947221,1249755582,3232281142,TLSv1.2,525,Application Data,443,49350,1
7338,21.947221,1249755582,3232281142,TLSv1.2,117,"Application Data, Application Data",443,49350,0
7339,21.947221,1249755582,3232281142,TLSv1.2,93,Application Data,443,49350,1
7340,21.947313,3232281142,1249755582,TCP,54,49350  >  443 [ACK] Seq=23456 Ack=49638 Win=512 Len=0,49350,443,0
7341,21.947796,3232281142,1249755582,TLSv1.2,93,Application Data,49350,443,1
7342,21.953302,1249755582,3232281142,TCP,54,443  >  49350 [ACK] Seq=49638 Ack=23495 Win=756 Len=0,443,49350,0
7343,21.960236,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=13588 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7344,21.960236,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=15040 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7345,21.960236,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=16492 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7346,21.960236,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=17944 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7347,21.960236,1745940444,3232281142,TLSv1.2,1208,Application Data,443,49674,1
7348,21.960426,3232281142,1745940444,TCP,54,49674  >  443 [ACK] Seq=447 Ack=20550 Win=1028 Len=0,49674,443,0
7349,21.96245,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=20550 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7350,21.962532,3232281142,1745940444,TCP,54,49674  >  443 [ACK] Seq=447 Ack=22002 Win=1028 Len=0,49674,443,0
7351,21.962639,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=22002 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7352,21.962639,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=23454 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7353,21.962639,1745940444,3232281142,TCP,1506,443  >  49674 [ACK] Seq=24906 Ack=447 Win=8 Len=1452 [TCP segment of a reassembled PDU],443,49674,0
7354,21.962639,1745940444,3232281142,TLSv1.2,1021,Application Data,443,49674,1
7355,21.962639,1745940444,3232281142,TLSv1.2,86,Application Data,443,49674,1
7356,21.962639,1745940444,3232281142,TLSv1.2,85,Application Data,443,49674,1
7357,21.962728,3232281142,1745940444,TCP,54,49674  >  443 [ACK] Seq=447 Ack=27388 Win=1028 Len=0,49674,443,0
7358,21.977588,3512060521,3232281142,TLSv1.2,603,Application Data,443,49338,1
7359,21.977588,3512060521,3232281142,TLSv1.2,129,Application Data,443,49338,1
7360,21.977705,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=849389 Win=2468 Len=0,49338,443,0
7361,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7362,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7363,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7364,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7365,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7366,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7367,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7368,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7369,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7370,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7371,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7372,21.982702,3512060521,3232281142,TLSv1.2,353,Application Data,443,49338,1
7373,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7374,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7375,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7376,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7377,21.982702,3512060521,3232281142,TLSv1.2,1466,Application Data,443,49338,1
7378,21.982702,3512060521,3232281142,TLSv1.2,722,Application Data,443,49338,1
7379,21.98296,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=872948 Win=2471 Len=0,49338,443,0
7380,21.987649,3512060521,3232281142,TLSv1.2,86,Application Data,443,49338,1
7381,21.987649,3512060521,3232281142,TLSv1.2,85,Application Data,443,49338,1
7382,21.987649,3512060521,3232281142,TLSv1.2,93,Application Data,443,49338,1
7383,21.987723,3232281142,3512060521,TCP,54,49338  >  443 [ACK] Seq=176932 Ack=873050 Win=2470 Len=0,49338,443,0
7385,22.139491,3232281142,3512060521,TLSv1.2,1466,Application Data,49338,443,1
