No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
6405,14.435713,192.168.178.54,192.168.178.1,TCP,54,"49873  >  53 [FIN, ACK] Seq=47 Ack=143 Win=131072 Len=0",49873,53
6406,14.436091,192.168.178.54,74.125.193.139,TLSv1.2,627,Ignored Unknown Record,49384,443
6407,14.436135,192.168.178.54,74.125.193.139,TLSv1.2,93,Application Data,49384,443
6408,14.436166,192.168.178.54,74.125.193.139,TLSv1.2,157,Application Data,49384,443
6409,14.436191,192.168.178.54,74.125.193.139,TLSv1.2,157,Application Data,49384,443
6410,14.436214,192.168.178.54,74.125.193.139,TLSv1.2,157,Application Data,49384,443
6411,14.436237,192.168.178.54,74.125.193.139,TLSv1.2,157,Application Data,49384,443
6412,14.436259,192.168.178.54,74.125.193.139,TLSv1.2,171,Application Data,49384,443
6413,14.436881,172.253.116.95,192.168.178.54,TCP,54,443  >  49357 [ACK] Seq=85820 Ack=1855 Win=296 Len=0,443,49357
6414,14.439167,192.168.178.1,192.168.178.54,TCP,54,"53  >  49874 [FIN, ACK] Seq=104 Ack=48 Win=29216 Len=0",53,49874
6415,14.439167,192.168.178.1,192.168.178.54,TCP,54,"53  >  49873 [FIN, ACK] Seq=143 Ack=48 Win=29216 Len=0",53,49873
6416,14.439463,192.168.178.54,192.168.178.1,TCP,54,49873  >  53 [ACK] Seq=48 Ack=144 Win=131072 Len=0,49873,53
6417,14.439475,192.168.178.54,192.168.178.1,TCP,54,49874  >  53 [ACK] Seq=48 Ack=105 Win=131072 Len=0,49874,53
6418,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=575 Win=503 Len=0,443,49384
6419,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=614 Win=503 Len=0,443,49384
6420,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=717 Win=503 Len=0,443,49384
6421,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=820 Win=503 Len=0,443,49384
6422,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=923 Win=503 Len=0,443,49384
6423,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=1026 Win=503 Len=0,443,49384
6424,14.44248,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=1 Ack=1143 Win=503 Len=0,443,49384
6425,14.44248,74.125.193.139,192.168.178.54,TLSv1.2,93,Application Data,443,49384
6426,14.444766,209.85.202.105,192.168.178.54,TLSv1.2,283,Application Data,443,49338
6427,14.444766,209.85.202.105,192.168.178.54,TLSv1.2,85,Application Data,443,49338
6428,14.444766,209.85.202.105,192.168.178.54,TLSv1.2,93,Application Data,443,49338
6429,14.444766,74.125.193.139,192.168.178.54,TLSv1.2,454,Application Data,443,49384
6430,14.444766,74.125.193.139,192.168.178.54,TLSv1.2,1444,Application Data,443,49384
6431,14.444766,74.125.193.139,192.168.178.54,TLSv1.2,198,Application Data,443,49384
6432,14.444766,74.125.193.139,192.168.178.54,TLSv1.2,1439,Application Data,443,49384
6433,14.444878,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=117068 Ack=419286 Win=2467 Len=0,49338,443
6434,14.444906,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=1143 Ack=3359 Win=512 Len=0,49384,443
6435,14.445335,192.168.178.54,74.125.193.139,TLSv1.2,93,Application Data,49384,443
6436,14.445678,192.168.178.54,74.125.193.139,TLSv1.2,89,Application Data,49384,443
6437,14.447546,192.168.178.54,209.85.202.105,TLSv1.2,93,Application Data,49338,443
6438,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,154,Application Data,443,49384
6439,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,1193,Application Data,443,49384
6440,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,182,Application Data,443,49384
6441,14.449628,209.85.203.154,192.168.178.54,TCP,54,443  >  49377 [ACK] Seq=177 Ack=2606 Win=305 Len=0,443,49377
6442,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6443,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,441,Application Data,443,49384
6444,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,182,Application Data,443,49384
6445,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,1365,Application Data,443,49384
6446,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,191,Application Data,443,49384
6447,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6448,14.449628,74.125.193.139,192.168.178.54,TLSv1.2,766,Application Data,443,49384
6449,14.449758,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=1217 Ack=10225 Win=512 Len=0,49384,443
6450,14.451551,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=10225 Ack=1217 Win=503 Len=0,443,49384
6451,14.457027,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=419286 Ack=117107 Win=7279 Len=0,443,49338
6452,14.461831,192.168.178.54,172.253.116.95,TLSv1.2,149,Application Data,49357,443
6453,14.461894,192.168.178.54,172.253.116.95,TLSv1.2,1412,Application Data,49357,443
6454,14.46701,172.253.116.95,192.168.178.54,TCP,54,443  >  49357 [ACK] Seq=85820 Ack=1950 Win=296 Len=0,443,49357
6455,14.468171,172.253.116.95,192.168.178.54,TCP,54,443  >  49357 [ACK] Seq=85820 Ack=3308 Win=307 Len=0,443,49357
6456,14.478211,192.168.178.54,209.85.203.84,TCP,54,49376  >  443 [ACK] Seq=4459 Ack=40 Win=512 Len=0,49376,443
6457,14.481313,209.85.203.84,192.168.178.54,TLSv1.2,868,Application Data,443,49376
6458,14.481313,209.85.203.84,192.168.178.54,TLSv1.2,384,Application Data,443,49376
6459,14.481313,209.85.203.84,192.168.178.54,TLSv1.2,311,Application Data,443,49376
6460,14.481313,209.85.203.84,192.168.178.54,TLSv1.2,324,Application Data,443,49376
6461,14.481313,209.85.203.84,192.168.178.54,TLSv1.2,93,Application Data,443,49376
6462,14.48141,192.168.178.54,209.85.203.84,TCP,54,49376  >  443 [ACK] Seq=4459 Ack=1750 Win=512 Len=0,49376,443
6463,14.486022,172.253.116.95,192.168.178.54,TLSv1.2,126,Application Data,443,49357
6464,14.486022,172.253.116.95,192.168.178.54,TLSv1.2,412,Application Data,443,49357
6465,14.486022,172.253.116.95,192.168.178.54,TLSv1.2,276,Application Data,443,49357
6466,14.486022,172.253.116.95,192.168.178.54,TLSv1.2,93,Application Data,443,49357
6467,14.486104,192.168.178.54,172.253.116.95,TCP,54,49357  >  443 [ACK] Seq=3308 Ack=86511 Win=510 Len=0,49357,443
6468,14.486677,192.168.178.54,172.253.116.95,TLSv1.2,93,Application Data,49357,443
6469,14.487469,192.168.178.54,209.85.203.84,TLSv1.2,93,Application Data,49376,443
6470,14.488544,192.168.178.54,209.85.203.84,TLSv1.2,89,Application Data,49376,443
6471,14.494674,209.85.203.84,192.168.178.54,TCP,54,443  >  49376 [ACK] Seq=1750 Ack=4533 Win=442 Len=0,443,49376
6472,14.495747,172.253.116.95,192.168.178.54,TCP,54,443  >  49357 [ACK] Seq=86511 Ack=3347 Win=307 Len=0,443,49357
6473,14.522691,209.85.202.105,192.168.178.54,TLSv1.2,118,Application Data,443,49338
6474,14.522691,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6475,14.522691,209.85.202.105,192.168.178.54,TLSv1.2,274,Application Data,443,49338
6476,14.522691,209.85.202.105,192.168.178.54,TLSv1.2,93,Application Data,443,49338
6477,14.522804,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=117107 Ack=421021 Win=2471 Len=0,49338,443
6478,14.523118,192.168.178.54,209.85.202.105,TLSv1.2,93,Application Data,49338,443
6479,14.528458,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=117146 Win=7279 Len=0,443,49338
6480,14.745971,192.168.178.24,192.168.178.255,UDP,77,34169  >  15600 Len=35,34169,15600
6481,14.99492,192.168.178.54,209.85.203.94,TCP,55,49360  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49360,443
6482,15.001547,209.85.203.94,192.168.178.54,TCP,66,443  >  49360 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,443,49360
6484,15.111578,192.168.178.54,239.255.255.250,SSDP,218,M-SEARCH * HTTP/1.1 ,57445,1900
6485,15.118024,192.168.178.24,192.168.178.54,UDP,380,45184  >  57445 Len=338,45184,57445
6489,15.367822,192.168.178.54,74.125.193.139,TCP,55,49369  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU],49369,443
6490,15.374567,74.125.193.139,192.168.178.54,TCP,66,443  >  49369 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,443,49369
6492,16.094889,192.168.178.54,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 ,57448,1900
6493,16.09971,192.168.178.24,192.168.178.54,UDP,380,57587  >  57448 Len=338,57587,57448
6494,16.116568,192.168.178.54,239.255.255.250,SSDP,218,M-SEARCH * HTTP/1.1 ,57445,1900
6495,16.123712,192.168.178.24,192.168.178.54,UDP,380,52329  >  57445 Len=338,52329,57445
6496,16.194409,192.168.178.54,209.85.202.94,TCP,55,49503  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU],49503,443
6497,16.200943,209.85.202.94,192.168.178.54,TCP,66,443  >  49503 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2,443,49503
6498,16.257128,192.168.178.54,209.85.202.188,TCP,55,65454  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1,65454,5228
6499,16.26309,209.85.202.188,192.168.178.54,TCP,66,5228  >  65454 [ACK] Seq=1 Ack=2 Win=270 Len=0 SLE=1 SRE=2,5228,65454
6500,16.431624,192.168.178.54,74.125.193.190,TLSv1.2,521,Application Data,49350,443
6501,16.43171,192.168.178.54,74.125.193.190,TCP,1466,49350  >  443 [ACK] Seq=10570 Ack=32366 Win=512 Len=1412 [TCP segment of a reassembled PDU],49350,443
6502,16.43171,192.168.178.54,74.125.193.190,TCP,1466,49350  >  443 [ACK] Seq=11982 Ack=32366 Win=512 Len=1412 [TCP segment of a reassembled PDU],49350,443
6503,16.43171,192.168.178.54,74.125.193.190,TCP,1466,49350  >  443 [ACK] Seq=13394 Ack=32366 Win=512 Len=1412 [TCP segment of a reassembled PDU],49350,443
6504,16.43171,192.168.178.54,74.125.193.190,TCP,1466,49350  >  443 [ACK] Seq=14806 Ack=32366 Win=512 Len=1412 [TCP segment of a reassembled PDU],49350,443
6505,16.43171,192.168.178.54,74.125.193.190,TCP,1466,49350  >  443 [ACK] Seq=16218 Ack=32366 Win=512 Len=1412 [TCP segment of a reassembled PDU],49350,443
6506,16.43171,192.168.178.54,74.125.193.190,TLSv1.2,1447,Application Data,49350,443
6507,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=10570 Win=635 Len=0,443,49350
6508,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=11982 Win=646 Len=0,443,49350
6509,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=13394 Win=657 Len=0,443,49350
6510,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=14806 Win=668 Len=0,443,49350
6511,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=16218 Win=679 Len=0,443,49350
6512,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=17630 Win=690 Len=0,443,49350
6513,16.437831,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32366 Ack=19023 Win=701 Len=0,443,49350
6514,16.465766,74.125.193.190,192.168.178.54,TLSv1.2,311,Application Data,443,49350
6515,16.465766,74.125.193.190,192.168.178.54,TLSv1.2,116,Application Data,443,49350
6516,16.465766,74.125.193.190,192.168.178.54,TLSv1.2,85,Application Data,443,49350
6517,16.465766,74.125.193.190,192.168.178.54,TLSv1.2,93,Application Data,443,49350
6518,16.465923,192.168.178.54,74.125.193.190,TCP,54,49350  >  443 [ACK] Seq=19023 Ack=32755 Win=511 Len=0,49350,443
6519,16.466655,192.168.178.54,74.125.193.190,TLSv1.2,93,Application Data,49350,443
6520,16.476475,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32755 Ack=19062 Win=701 Len=0,443,49350
6521,17.096796,192.168.178.54,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 ,57448,1900
6522,17.103877,192.168.178.24,192.168.178.54,UDP,380,56732  >  57448 Len=338,56732,57448
6523,17.129027,192.168.178.54,239.255.255.250,SSDP,218,M-SEARCH * HTTP/1.1 ,57445,1900
6524,17.13888,192.168.178.24,192.168.178.54,UDP,380,34900  >  57445 Len=338,34900,57445
6526,17.211291,192.168.178.54,74.125.193.113,TLSv1.2,173,Application Data,49274,443
6527,17.211369,192.168.178.54,74.125.193.113,TCP,1466,49274  >  443 [ACK] Seq=768 Ack=508 Win=512 Len=1412 [TCP segment of a reassembled PDU],49274,443
6528,17.211369,192.168.178.54,74.125.193.113,TLSv1.2,991,Application Data,49274,443
6529,17.216865,74.125.193.113,192.168.178.54,TCP,54,443  >  49274 [ACK] Seq=508 Ack=768 Win=394 Len=0,443,49274
6530,17.216865,74.125.193.113,192.168.178.54,TCP,54,443  >  49274 [ACK] Seq=508 Ack=2180 Win=405 Len=0,443,49274
6531,17.216865,74.125.193.113,192.168.178.54,TCP,54,443  >  49274 [ACK] Seq=508 Ack=3117 Win=416 Len=0,443,49274
6532,17.269788,74.125.193.113,192.168.178.54,TLSv1.2,124,Application Data,443,49274
6533,17.269788,74.125.193.113,192.168.178.54,TLSv1.2,742,Application Data,443,49274
6534,17.269788,74.125.193.113,192.168.178.54,TLSv1.2,244,Application Data,443,49274
6535,17.269788,74.125.193.113,192.168.178.54,TLSv1.2,280,Application Data,443,49274
6536,17.269788,74.125.193.113,192.168.178.54,TLSv1.2,93,Application Data,443,49274
6537,17.270085,192.168.178.54,74.125.193.113,TCP,54,49274  >  443 [ACK] Seq=3117 Ack=1721 Win=508 Len=0,49274,443
6538,17.271425,192.168.178.54,74.125.193.113,TLSv1.2,89,Application Data,49274,443
6539,17.271545,192.168.178.54,74.125.193.113,TLSv1.2,93,Application Data,49274,443
6540,17.278424,74.125.193.113,192.168.178.54,TCP,54,443  >  49274 [ACK] Seq=1721 Ack=3152 Win=416 Len=0,443,49274
6541,17.278424,74.125.193.113,192.168.178.54,TCP,54,443  >  49274 [ACK] Seq=1721 Ack=3191 Win=416 Len=0,443,49274
6544,17.495544,192.168.178.54,74.125.193.139,TCP,1466,49384  >  443 [ACK] Seq=1217 Ack=10225 Win=512 Len=1412 [TCP segment of a reassembled PDU],49384,443
6545,17.495544,192.168.178.54,74.125.193.139,TLSv1.2,947,Application Data,49384,443
6546,17.502262,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=10225 Ack=3522 Win=525 Len=0,443,49384
6547,17.581807,74.125.193.139,192.168.178.54,TLSv1.2,1329,Application Data,443,49384
6548,17.582181,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6549,17.582322,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=3522 Ack=12912 Win=512 Len=0,49384,443
6550,17.582435,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6551,17.582435,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6552,17.582527,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=3522 Ack=15736 Win=512 Len=0,49384,443
6553,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6554,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6555,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,164,Application Data,443,49384
6556,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6557,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6558,17.58274,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6559,17.583058,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=3522 Ack=22906 Win=512 Len=0,49384,443
6560,17.583257,74.125.193.139,192.168.178.54,TLSv1.2,1222,Application Data,443,49384
6561,17.595136,192.168.178.54,192.168.178.1,TCP,66,49875  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49875,53
6562,17.595358,192.168.178.54,192.168.178.1,TCP,66,49876  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49876,53
6563,17.595599,192.168.178.54,192.168.178.1,TCP,66,49877  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49877,53
6564,17.595773,192.168.178.54,192.168.178.1,TCP,66,49878  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49878,53
6565,17.597584,192.168.178.1,192.168.178.54,TCP,66,"53  >  49875 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49875
6566,17.597584,192.168.178.1,192.168.178.54,TCP,66,"53  >  49876 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49876
6567,17.597584,192.168.178.1,192.168.178.54,TCP,66,"53  >  49877 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49877
6568,17.597584,192.168.178.1,192.168.178.54,TCP,66,"53  >  49878 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49878
6569,17.598016,192.168.178.54,192.168.178.1,TCP,54,49875  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49875,53
6570,17.598045,192.168.178.54,192.168.178.1,TCP,54,49876  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49876,53
6571,17.598053,192.168.178.54,192.168.178.1,TCP,54,49877  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49877,53
6572,17.59806,192.168.178.54,192.168.178.1,TCP,54,49878  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49878,53
6573,17.59853,192.168.178.54,192.168.178.1,TCP,56,"49875  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49875,53
6574,17.598651,192.168.178.54,192.168.178.1,DNS,87,Standard query 0xc244 A www.gstatic.com,49875,53
6575,17.59866,192.168.178.54,192.168.178.1,TCP,56,"49876  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49876,53
6576,17.598663,192.168.178.54,192.168.178.1,TCP,56,"49877  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49877,53
6577,17.598668,192.168.178.54,192.168.178.1,TCP,56,"49878  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49878,53
6578,17.598671,192.168.178.54,192.168.178.1,DNS,87,Standard query 0x27f4 HTTPS www.gstatic.com,49876,53
6579,17.598675,192.168.178.54,192.168.178.1,DNS,87,Standard query 0x1ff7 A ssl.gstatic.com,49877,53
6580,17.598683,192.168.178.54,192.168.178.1,DNS,87,Standard query 0x75a3 HTTPS ssl.gstatic.com,49878,53
6581,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49875 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49875
6582,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49875 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49875
6583,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49876 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49876
6584,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49877 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49877
6585,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49876 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49876
6586,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49878 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49878
6587,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49877 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49877
6588,17.600846,192.168.178.1,192.168.178.54,TCP,54,53  >  49878 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49878
6589,17.603248,192.168.178.1,192.168.178.54,DNS,105,Standard query response 0x1ff7 A ssl.gstatic.com A 209.85.203.94,53,49877
6590,17.603248,192.168.178.1,192.168.178.54,DNS,146,Standard query response 0x75a3 HTTPS ssl.gstatic.com SOA ns1.google.com,53,49878
6591,17.603777,192.168.178.54,192.168.178.1,TCP,54,"49878  >  53 [FIN, ACK] Seq=36 Ack=93 Win=131072 Len=0",49878,53
6592,17.604251,192.168.178.54,192.168.178.1,TCP,54,"49877  >  53 [FIN, ACK] Seq=36 Ack=52 Win=131328 Len=0",49877,53
6593,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6594,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6595,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,1466,Application Data,443,49384
6596,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,289,Application Data,443,49384
6597,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,526,"Application Data, Application Data",443,49384
6598,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,301,Application Data,443,49384
6599,17.604659,74.125.193.139,192.168.178.54,TLSv1.2,93,Application Data,443,49384
6600,17.604738,192.168.178.54,74.125.193.139,TCP,54,49384  >  443 [ACK] Seq=3522 Ack=29303 Win=512 Len=0,49384,443
6601,17.60484,192.168.178.54,74.125.193.139,TLSv1.2,93,Application Data,49384,443
6602,17.607566,192.168.178.1,192.168.178.54,TCP,54,"53  >  49878 [FIN, ACK] Seq=93 Ack=37 Win=29216 Len=0",53,49878
6603,17.607566,192.168.178.1,192.168.178.54,TCP,54,"53  >  49877 [FIN, ACK] Seq=52 Ack=37 Win=29216 Len=0",53,49877
6604,17.607806,192.168.178.54,192.168.178.1,TCP,54,49878  >  53 [ACK] Seq=37 Ack=94 Win=131072 Len=0,49878,53
6605,17.607938,192.168.178.54,192.168.178.1,TCP,54,49877  >  53 [ACK] Seq=37 Ack=53 Win=131328 Len=0,49877,53
6606,17.612036,192.168.178.1,192.168.178.54,DNS,105,Standard query response 0xc244 A www.gstatic.com A 209.85.203.94,53,49875
6607,17.612405,192.168.178.54,192.168.178.1,TCP,54,"49875  >  53 [FIN, ACK] Seq=36 Ack=52 Win=131328 Len=0",49875,53
6608,17.614525,192.168.178.1,192.168.178.54,TCP,54,"53  >  49875 [FIN, ACK] Seq=52 Ack=37 Win=29216 Len=0",53,49875
6609,17.614772,192.168.178.54,192.168.178.1,TCP,54,49875  >  53 [ACK] Seq=37 Ack=53 Win=131328 Len=0,49875,53
6610,17.615641,192.168.178.1,192.168.178.54,DNS,146,Standard query response 0x27f4 HTTPS www.gstatic.com SOA ns1.google.com,53,49876
6611,17.615641,74.125.193.139,192.168.178.54,TCP,54,443  >  49384 [ACK] Seq=29303 Ack=3561 Win=525 Len=0,443,49384
6612,17.61599,192.168.178.54,192.168.178.1,TCP,54,"49876  >  53 [FIN, ACK] Seq=36 Ack=93 Win=131072 Len=0",49876,53
6613,17.617897,192.168.178.1,192.168.178.54,TCP,54,"53  >  49876 [FIN, ACK] Seq=93 Ack=37 Win=29216 Len=0",53,49876
6614,17.618263,192.168.178.54,192.168.178.1,TCP,54,49876  >  53 [ACK] Seq=37 Ack=94 Win=131072 Len=0,49876,53
6615,17.694016,192.168.178.24,239.255.255.250,UDP,77,60993  >  15600 Len=35,60993,15600
6616,17.939258,192.168.178.54,199.232.24.81,TCP,55,49507  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49507,443
6617,17.945136,199.232.24.81,192.168.178.54,TCP,66,443  >  49507 [ACK] Seq=1 Ack=2 Win=288 Len=0 SLE=1 SRE=2,443,49507
6620,18.108329,192.168.178.54,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 ,57448,1900
6621,18.114213,192.168.178.24,192.168.178.54,UDP,380,36579  >  57448 Len=338,36579,57448
6622,18.139648,192.168.178.54,239.255.255.250,SSDP,218,M-SEARCH * HTTP/1.1 ,57445,1900
6623,18.146481,192.168.178.24,192.168.178.54,UDP,380,51586  >  57445 Len=338,51586,57445
6624,18.155595,192.168.178.54,3.162.140.50,TCP,55,49539  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49539,443
6625,18.162087,3.162.140.50,192.168.178.54,TCP,66,443  >  49539 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2,443,49539
6628,18.266729,192.168.178.54,104.68.80.208,TCP,55,49540  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49540,443
6629,18.290866,104.68.80.208,192.168.178.54,TCP,66,443  >  49540 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,443,49540
6630,18.343904,192.168.178.54,23.40.211.24,TCP,55,49514  >  443 [ACK] Seq=1 Ack=1 Win=8280 Len=1 [TCP segment of a reassembled PDU],49514,443
6631,18.350048,23.40.211.24,192.168.178.54,TCP,66,443  >  49514 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,443,49514
6632,18.359298,192.168.178.54,3.162.140.123,TCP,55,49555  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49555,443
6633,18.366849,3.162.140.123,192.168.178.54,TCP,66,443  >  49555 [ACK] Seq=1 Ack=2 Win=135 Len=0 SLE=1 SRE=2,443,49555
6634,18.405627,192.168.178.54,209.85.203.157,TCP,55,49569  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU],49569,443
6635,18.405709,192.168.178.54,3.162.140.120,TCP,55,49570  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49570,443
6636,18.412035,209.85.203.157,192.168.178.54,TCP,66,443  >  49569 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2,443,49569
6637,18.413219,3.162.140.120,192.168.178.54,TCP,66,443  >  49570 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2,443,49570
6638,18.421242,192.168.178.54,3.162.140.10,TCP,55,49556  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU],49556,443
6639,18.428614,3.162.140.10,192.168.178.54,TCP,66,443  >  49556 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2,443,49556
